1.601972937532960772e+00 1.713408157973888235e+00 1.764922392950710739e+00 1.842498727771592959e+00 1.964640041817442118e+00 2.030564649926584142e+00 2.072075589106862292e+00 2.177229307855872431e+00 2.255835375777731411e+00 2.241156280627837560e+00 2.116974926391888001e+00 2.006828344624664862e+00 2.006287297916814261e+00 2.067804140158542303e+00 2.005941383632241060e+00 1.857702420772375129e+00 1.818615080256204442e+00 1.758821029928121726e+00 1.597371689180279608e+00 1.495850628438182062e+00 1.361709198057111436e+00 1.417633347245943920e+00 1.472864737516827560e+00 1.293899822877938588e+00 1.045086050970508218e+00 9.889293150339901750e-01 1.106772325040075167e+00 1.096773059397358585e+00 9.530556195296533417e-01 8.803607928210384070e-01 8.436532433837438116e-01 8.685175480236074774e-01 8.613938886054447464e-01 7.948162834134253618e-01 6.728434595735796053e-01 6.547153552239953767e-01 6.714581437712808798e-01 6.876717530091611685e-01 7.141689779312277997e-01 7.434335148087235501e-01 7.618133927835958330e-01 7.391280962213527816e-01 7.944453588186999315e-01 8.329911311484953229e-01 8.064699278087630319e-01 7.691127262554201538e-01 7.540955122557572166e-01 7.405617541996931674e-01 7.398079159559837192e-01 6.560966841080928535e-01
1.070505264106902832e+00 1.105589883029820308e+00 1.146595344963276863e+00 1.168240649718429225e+00 1.200442350929846524e+00 1.281436653980135620e+00 1.315185427166834620e+00 1.241042498888860868e+00 1.159680389488721985e+00 1.131268117864708822e+00 1.099710291982755717e+00 1.025376012882485366e+00 1.015579854773374979e+00 1.047745778028752905e+00 1.053945959567860857e+00 1.018710994801905301e+00 9.487763096988333089e-01 8.703153709489038770e-01 8.851224759068564429e-01 9.753172246062232764e-01 9.770979041755464278e-01 8.904603879894698037e-01 9.275191724887491551e-01 9.587174928053127099e-01 9.695940813156049831e-01 9.398366371423931831e-01 9.431737550917941304e-01 1.008356062778554385e+00 1.095345132385052267e+00 1.104077338903445282e+00 1.155997043655919265e+00 1.224938224987250468e+00 1.269760619422004577e+00 1.405292325733198178e+00 1.492712528044885412e+00 1.539813655190715558e+00 1.645999073463871198e+00 1.723912448771918404e+00 1.853404501373549396e+00 2.050139047893248190e+00 2.109376511001528787e+00 2.124134694190156658e+00 2.184246001699178930e+00 2.232639253106030175e+00 2.205822731853569696e+00 2.155646561564874109e+00 2.104520828286625456e+00 1.976164367700056212e+00 1.755280516259402068e+00 1.543008737763754246e+00
5.645807739724175711e-01 6.693852486345588382e-01 7.576532383498908452e-01 8.999506825410186206e-01 1.017684735375708804e+00 1.113185213436815868e+00 1.188776563571580791e+00 1.252984299861467310e+00 1.313835207062463484e+00 1.395376914957664916e+00 1.454304321192549043e+00 1.514341947095394936e+00 1.556549904268867079e+00 1.602234759886410842e+00 1.688049181921420949e+00 1.759249992881299907e+00 1.805876289803496126e+00 1.778237871289386929e+00 1.737646941458861116e+00 1.698927084828452561e+00 1.690841741116736907e+00 1.740202189456868220e+00 1.779002760749960776e+00 1.725536147839950907e+00 1.780176184460869449e+00 1.906619529982102046e+00 1.799149368505368995e+00 1.569488793004994553e+00 1.363165459207113850e+00 1.809740679673035313e+00 2.143141951665997524e+00 1.755496003695207419e+00 1.386146333641633088e+00 1.485190338465819160e+00 1.630696294084770459e+00 1.605723766209798731e+00 1.469467251942335961e+00 1.338084064357011993e+00 1.267489426896099891e+00 1.258381227345123365e+00 1.136618101567605787e+00 9.724579868047512621e-01 8.928323926552345080e-01 8.660568975091534893e-01 8.499844176798546647e-01 8.609596371009492488e-01 8.462744598526522610e-01 7.828513390369196134e-01 6.622612274080437178e-01 6.190527333204443039e-01
1.196282782256111954e+00 1.278773142080629199e+00 1.360852036473052751e+00 1.415779928696931700e+00 1.454691121131521658e+00 1.488918679335967887e+00 1.554192949997223572e+00 1.582271289217968668e+00 1.634533724334981120e+00 1.786930638167261165e+00 1.828061804136993818e+00 1.845713031620048739e+00 1.953736441369044563e+00 2.051152677219940657e+00 2.052606342790332938e+00 2.057568287790070283e+00 2.184176458674266463e+00 2.216425250523682333e+00 2.177025059186624034e+00 2.140624373130931790e+00 2.156826642022482865e+00 2.205468753820238881e+00 2.137552488101805981e+00 2.052777668885091611e+00 1.861339209965841457e+00 1.568052986996970377e+00 1.477254300512323315e+00 1.581651447664916388e+00 1.414026588705168397e+00 1.041711573134914470e+00 8.825257146742910841e-01 8.679972020750461592e-01 7.972088755726729481e-01 5.986478915432505987e-01 4.608581873057120970e-01 4.233129636600190260e-01 3.827970879488209466e-01 2.758067710031030795e-01 1.752169404103788575e-01 1.117703888889691605e-01 1.185860615725149031e-01 1.429905596743815954e-01 1.060843907083080240e-01 1.373874802600692502e-01 2.106295257791566122e-01 2.366715418003046134e-01 2.468615970502622547e-01 2.738942444359421802e-01 3.403040853199551519e-01 3.803256507232631867e-01
5.252175202765242412e-01 6.156241684393587432e-01 5.254855979654318165e-01 5.263114553659634653e-01 4.807626877235524621e-01 4.514406026149568318e-01 4.547124758365005959e-01 3.972092682017397403e-01 4.231831462346689610e-01 4.220065270558331361e-01 3.844750667021025747e-01 3.792370951565873227e-01 3.528143979123145590e-01 3.149868810714568923e-01 3.461851195044455265e-01 3.887827430850313570e-01 4.487533359157131474e-01 4.827969598750538327e-01 4.909317398354826056e-01 4.976020780020879997e-01 5.374477951536714704e-01 6.235901837856097085e-01 6.931254499827679272e-01 7.438016265898430568e-01 8.727466976396203169e-01 9.777231871598202062e-01 1.058384607805946009e+00 1.131444334226072046e+00 1.223123421525689425e+00 1.333419651235547176e+00 1.421037379764880315e+00 1.542679761616519540e+00 1.671096437672346724e+00 1.775568947938044095e+00 1.837694139726853360e+00 2.019822965420362326e+00 2.070557852884032712e+00 2.103798053647364608e+00 2.259270034327135690e+00 2.517965996780195503e+00 2.529464228897382316e+00 2.340582865260437462e+00 2.336644025856358553e+00 2.437040918188392968e+00 2.375433689601207377e+00 2.204688240495684237e+00 2.046953840490953080e+00 1.986063836487134360e+00 1.946300231274454395e+00 1.778263520447455281e+00
3.427956310711087196e-01 3.050541044668901303e-01 2.730658714764360728e-01 2.388409751026015493e-01 3.003468180955659039e-01 2.291214922459117453e-01 1.357659797975361016e-01 8.672384714597773658e-02 1.146619015965973654e-01 2.200228498916579345e-01 2.267395293969333980e-01 2.073033813758733968e-01 1.211626702677449235e-01 1.548615465294703730e-01 2.310088942561233094e-01 2.359963136271107376e-01 2.252184311548822149e-01 2.252389090614560219e-01 3.111887579471083742e-01 3.318146664931842516e-01 3.761061687309206758e-01 4.514818834109972645e-01 5.518421102256545474e-01 6.518906313452852430e-01 8.007659826666865266e-01 9.571123680027211478e-01 1.021061759106314026e+00 1.092662505215601376e+00 1.216115094887991965e+00 1.333712911228176257e+00 1.436789124981626697e+00 1.553680047590788593e+00 1.677032107846414544e+00 1.905065166720032899e+00 2.062212017451091395e+00 2.190175162605432657e+00 2.210009098132688532e+00 2.293805764924926383e+00 2.348353888107531873e+00 2.482383621067742574e+00 2.494770932843872746e+00 2.283080783236785649e+00 2.296339406369923619e+00 2.515032852877661096e+00 2.386952585987464737e+00 2.180767364748834591e+00 2.030616544198638795e+00 1.989270307046010489e+00 1.946135520581986134e+00 1.897980563257228637e+00
1.067877908880164206e+00 1.186565663493904355e+00 1.245837995783380281e+00 1.313502346160692502e+00 1.427511421123495605e+00 1.543549284918904085e+00 1.647604120831068775e+00 1.648817868746271342e+00 1.663934741089621250e+00 1.674353101438905922e+00 1.724766779274964579e+00 1.775525472142700956e+00 1.831102919303125853e+00 1.854140909061306353e+00 1.888757275724888274e+00 1.932371507941734512e+00 2.017233118282313775e+00 2.041767199785400777e+00 1.988723690372242281e+00 1.920307253760085819e+00 2.080999850687905717e+00 2.216973852668512990e+00 2.019098570521641989e+00 1.783323864004717985e+00 1.613180194136748957e+00 1.767576823445140555e+00 2.246074847354823767e+00 2.020035464336676245e+00 1.406663004335510614e+00 1.199777313944827783e+00 1.362419901100079933e+00 1.400532618249495043e+00 1.193137550744189035e+00 8.724362831708808441e-01 7.611459824009207953e-01 7.691717746160621205e-01 6.368649489613923409e-01 4.267795850894504084e-01 2.113283235476184074e-01 1.805223053020226787e-01 1.605366570573653895e-01 6.783959431482032565e-02 -1.281571319874857517e-03 -3.882353053750414729e-02 -2.850972842635622530e-03 7.684497989444418094e-03 4.213928352256197658e-04 3.731158032020207710e-02 4.703247807643147482e-02 4.176973107895692872e-02
4.910489634418206961e-01 6.263472450585449991e-01 8.204372660245200510e-01 9.890462642720876385e-01 1.036044011310225166e+00 1.019283666252130738e+00 1.037375672997557174e+00 1.094808512973051595e+00 1.122422538786868262e+00 1.199738575646245531e+00 1.190388681998649778e+00 1.124048346371409046e+00 1.193390994407496297e+00 1.189602445258793884e+00 1.097108824288204998e+00 1.034854974792309257e+00 1.033505372041006121e+00 1.016603770814686447e+00 1.037776644187538455e+00 9.785640859127617830e-01 9.623729497568986879e-01 9.466977150679162234e-01 9.323130511310923074e-01 9.412711069606559677e-01 9.212490257932108850e-01 9.117407814013340772e-01 9.665884920709926220e-01 9.910252312615490666e-01 9.468173064718313769e-01 1.090675997788205009e+00 1.203515680740485649e+00 1.184380477212691130e+00 1.185894110839981419e+00 1.282379730780153215e+00 1.447620529285855717e+00 1.492890055290992279e+00 1.514215477645595831e+00 1.572184047813515395e+00 1.743181627294587477e+00 1.931612112943575044e+00 2.019179456157330410e+00 2.048869026345033539e+00 2.198785162221791989e+00 2.328921950460138834e+00 2.343060295268266202e+00 2.303495041307415114e+00 2.233863143577611954e+00 2.167512195036862543e+00 2.128375916463888906e+00 2.032184888420353719e+00
2.079982887759315613e+00 2.011149915081354322e+00 1.958966106505671601e+00 2.047611055980048000e+00 2.127637568946457947e+00 2.125658257626844350e+00 2.078637619824017957e+00 1.964316967291150018e+00 1.899848570715153340e+00 1.857828145533783948e+00 1.786859971655959001e+00 1.671001147013514654e+00 1.586783668984796503e+00 1.508323835493802223e+00 1.449221941719412543e+00 1.467928827843746786e+00 1.353251243006375448e+00 1.254992469148480838e+00 1.225944647054042713e+00 1.258330825366765993e+00 1.173400777177887155e+00 1.148160313829912793e+00 1.189233322490773404e+00 1.133100356477913850e+00 1.063204590254293258e+00 1.021054779326578510e+00 1.022080576479559078e+00 1.031210467264602082e+00 1.018476268171553123e+00 1.012142729379574613e+00 1.012262892841614415e+00 1.037306747118852845e+00 1.034637349851431631e+00 1.098500844096255591e+00 1.135136912001118104e+00 1.159857872537655821e+00 1.165764451174616356e+00 1.168659195846424748e+00 1.222749737153201233e+00 1.265371704320387369e+00 1.244995105507118005e+00 1.224092036001475758e+00 1.251273295963619026e+00 1.261550744007744695e+00 1.220399263962314462e+00 1.167971290635932968e+00 1.086671992282702837e+00 1.052006130417111107e+00 9.997636559296271264e-01 9.340494915923358565e-01
9.328985406105789746e-01 9.979752626028619567e-01 1.056994419704378574e+00 1.103346365738344215e+00 1.135405776050845139e+00 1.187341341562360819e+00 1.279385680649315793e+00 1.263258793213613451e+00 1.244285579269230224e+00 1.255654683743400613e+00 1.308421542468827026e+00 1.354334521517731371e+00 1.326340537881411485e+00 1.364442146810788126e+00 1.360682930696437198e+00 1.348278194458983226e+00 1.365068599383264525e+00 1.399116042293983009e+00 1.417536535429404720e+00 1.431277691895157300e+00 1.511417056476768828e+00 1.609520609974127492e+00 1.618550187649176353e+00 1.596235619836064767e+00 1.580033896038137042e+00 1.566968916988879190e+00 1.782191882146887174e+00 2.107253995792475632e+00 1.987725686359469446e+00 1.756732289489416843e+00 1.842680889588587334e+00 2.065238170652183847e+00 2.050708074314429918e+00 1.968707254571520737e+00 1.856007687426247443e+00 1.809857077591376484e+00 1.779752178716442979e+00 1.630492346745814780e+00 1.424675448941337796e+00 1.280079200828401209e+00 1.228859311359572715e+00 1.122767972638265777e+00 9.834588809725266501e-01 8.745155946246419010e-01 7.634488935198836534e-01 6.621640511106893223e-01 5.926317838880824640e-01 5.012213518569491599e-01 4.191201020275067135e-01 3.468540532845920676e-01
